siren,nom_raison_sociale,activite_principale,adresse,cedex,code_postal,complement_adresse,date_debut_activite,siret,pays
518697685,FRET SNCF,49.20Z,16 RUE SIMONE VEIL 93400 SAINT-OUEN-SUR-SEINE,,93400,,2021-05-01,51869768502383,France
477280846,PROMOTION DU PRET A PORTER,47.71Z,18 RUE DENIS PAPIN 59650 VILLENEUVE D'ASCQ,,59650,,2021-05-10,47728084603753,France
510302953,CAFPI,66.19B,111 AV DE FRANCE 75013 PARIS 13,,75013,,2022-09-01,51030295303478,France
531680445,TOTALENERGIES MARKETING FRANCE,46.71Z,562 AV DU PARC DE L'ILE 92000 NANTERRE,,92000,,2021-09-07,53168044500024,France
180035024,CAISSE NATIONALE DE L'ASSURANCE MALADIE,84.30A,26-50 IMMEUBLE FRONTALIS 26 AV DU PROFESSEUR ANDRE LEMIERRE 75986 PARIS CEDEX 20,75986,75020,26-50 IMMEUBLE FRONTALIS,2008-01-01,18003502402369,France
800895088,MICROBABY,88.91A,9 AV HOCHE 75008 PARIS 8,,75008,,2019-05-16,80089508800014,France
482340973,COTE BOULANGE,47.24Z,365 CHE DE MAYA 13160 CHATEAURENARD,,13160,,2008-03-31,48234097300015,France
130025919,OFFICE FRANCAIS DE LA BIODIVERSITE,84.13Z,12 CRS LOUIS LUMIERE 94300 VINCENNES,,94300,,2020-01-01,13002591900015,France
775660087,ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE,86.21Z,BP 206 20 RUE SAINT FIACRE 32004 75002 PARIS 2,,75002,BP 206,2008-01-01,77566008700013,France
383196656,MAISONS DU MONDE FRANCE,47.59B,LE PORTEREAU 44120 VERTOU,,44120,,2008-01-01,38319665600078,France
344103270,KIABI EUROPE,47.71Z,100 RUE DU CALVAIRE 59510 HEM,,59510,,2015-03-02,34410327000023,France
313334856,CELIO FRANCE,47.71Z,21 RUE BLANQUI 93406 SAINT OUEN CEDEX,93406,93400,,2008-01-01,31333485601684,France
303656847,EUROPCAR FRANCE,77.11A,13 T BD BERTHIER 75017 PARIS 17,,75017,,2020-10-19,30365684704662,France
552002313,BANQUE POPULAIRE RIVES DE PARIS,64.19Z,80 BD AUGUSTE BLANQUI 75013 PARIS 13,,75013,,2022-10-01,55200231303603,France
340018852,EG SERVICES (FRANCE),47.30Z,IMMEUBLE LE CERVIER B 12 AV DES BEGUINES CS 98379 95805 CERGY PONTOISE CEDEX,95805,95800,IMMEUBLE LE CERVIER B,2018-11-30,34001885202380,France
379834906,GROUPAMA MEDITERRANEE,65.12Z,ZAC PICHAURY 24 RES PARC CLUB DU GOLF BP 10359 13799 AIX EN PROVENCE CEDEX 3,13799,13100,ZAC PICHAURY,2012-01-01,37983490600073,France
514801414,GAVRIANE,64.20Z,85 RUE CONDORCET 38090 VAULX-MILIEU,,38090,,2022-03-31,51480141402091,France
801363227,BURGER KING RESTAURATION,56.10C,IMMEUBLE LE CASSIOPEE 34 RUE MOZART 92110 CLICHY,,92110,IMMEUBLE LE CASSIOPEE,2021-01-18,80136322701207,France
515099562,CALZEDONIA FRANCE,70.10Z,51 RUE DE LA CHAUSSEE D ANTIN 75009 PARIS 9,,75009,,2012-09-24,51509956200297,France
885013383,IRISOLAR 21,35.11Z,BAT F 1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,BAT F,2020-06-26,88501338300017,France
881388086,IRISOLAR 19,35.11Z,BAT F 1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,BAT F,2020-09-14,88138808602323,France
572139996,AUTOROUTES DU SUD DE LA FRANCE,52.21Z,1973 BD DE LA DEFENSE 92000 NANTERRE,,92000,,2021-10-04,57213999603633,France
722041860,BUT INTERNATIONAL,46.19A,ZAC DE  MALNOUE 1 AV SPINOZA 77184 EMERAINVILLE,,77184,ZAC DE  MALNOUE,2008-01-01,72204186000031,France
398979310,H&M HENNES & MAURITZ,47.71Z,3 RUE LA FAYETTE 75009 PARIS 9,,75009,,2018-09-03,39897931002921,France
390703890,SUD EST RESTAURATION S E R,56.29B,ZA LAVY 170 RUE LAVY 01570 MANZIAT,,01570,ZA LAVY,2022-01-01,39070389002229,France
775709702,MUTUELLE ASSURANCE INSTITUTEUR FRANCE,65.12Z,200 AV SALVADOR ALLENDE BP 303 79038 NIORT CEDEX,79038,79000,,2021-08-30,77570970201646,France
582001707,CAROLL INTERNATIONAL,70.10Z,ZAC DE LA MOINERIE 10 IMP DU GRAND JARDIN 35400 SAINT-MALO,,35400,ZAC DE LA MOINERIE,2022-01-06,58200170703430,France
790883995,TENAOC-BOLFA,35.11Z,"C/O TENERGIE, ARTEPARC DE FUVEAU BAT A PLAN DE FABRIQUE 13710 FUVEAU",,13710,"C/O TENERGIE, ARTEPARC DE FUVEAU BAT A",2022-06-28,79088399502187,France
332323047,RESTORIA,70.10Z,PARC DE L'ANGEVINIERE 12 RUE GEORGES MANDEL 49000 ANGERS,,49000,PARC DE L'ANGEVINIERE,2010-03-01,33232304700685,France
377533294,HAVAS VOYAGES,79.11Z,2 RUE TROYON 92310 SEVRES,,92310,,2021-04-30,37753329403282,France
421363979,SPEEDY FRANCE SAS,45.31Z,72 A 78 72 AV GEORGES CLEMENCEAU CS 5001 92722 NANTERRE CEDEX,92722,92000,72 A 78,2018-06-20,42136397900020,France
950026914,FRANCE BKR,56.10C,IMMEUBLE LE CASSIOPEE 34 RUE MOZART 92110 CLICHY,,92110,IMMEUBLE LE CASSIOPEE,2021-01-18,95002691404620,France
722033115,MIM,47.71Z,18-24 ZI SENIA 18 RUE DES OLIVIERS BP 20145 94320 THIAIS,,94320,18-24 ZI SENIA,2007-01-17,72203311503018,France
320441108,PUM,46.69B,ZAC CROIX BLANDIN 4 RUE RENE FRANCART BP 1010 51684 REIMS CEDEX 2,51684,51100,ZAC CROIX BLANDIN,2019-11-01,32044110801545,France
668502966,WURTH FRANCE,46.74A,ZI OUEST RUE GEORGES BESSE 67150 ERSTEIN,,67150,ZI OUEST,2008-01-01,66850296600041,France
301340584,ENGIE HOME SERVICES,43.22B,1 PL SAMUEL DE CHAMPLAIN 92400 COURBEVOIE,,92400,,2019-03-25,30134058406761,France
692043714,CAISSE REGIONALE DE CREDIT MUTUEL D'ILE DE FRANCE,64.19Z,18 RUE DE LA ROCHEFOUCAULD 75009 PARIS 9,,75009,,2008-01-01,69204371400108,France
180036048,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE,72.19Z,101 RUE DE TOLBIAC 75654 PARIS CEDEX 13,75654,75013,,2011-01-30,18003604800015,France
398471565,ORCHESTRA-PREMAMAN,47.71Z,ZAC SAINT ANTOINE 200 AV DES TAMARIS 34130 SAINT-AUNES,,34130,ZAC SAINT ANTOINE,2014-02-22,39847156501990,France
444619258,RTE RESEAU DE TRANSPORT D ELECTRICITE,35.12Z,IMMEUBLE WINDOW 7 C PL DU DOME 92073 PARIS LA DEFENSE CEDEX,92073,92800,IMMEUBLE WINDOW,2018-09-03,44461925802482,France
830315743,TENGO,35.11Z,"C/O TERNERGIE ARTEPARC DE FUVEAU, BAT PLAN DE FABRIQUE 13710 FUVEAU",,13710,"C/O TERNERGIE ARTEPARC DE FUVEAU, BAT",2022-06-28,83031574302142,France
448596718,RESTAUVAL,56.29B,ZA DE CHATENAY IV 8 RUE DES INTERNAUTES 37210 ROCHECORBON,,37210,ZA DE CHATENAY IV,2016-11-01,44859671800487,France
451321335,CARREFOUR HYPERMARCHES,70.10Z,ZAE SAINT GUENAULT 1 RUE JEAN MERMOZ 91002 EVRY CEDEX,91002,91000,ZAE SAINT GUENAULT,2008-01-01,45132133500023,France
302077169,FUNECAP SUD EST,96.03Z,QUARTIER SAINT ROCH RUE DU SOUVENIR FRANCAIS 83390 CUERS,,83390,QUARTIER SAINT ROCH,2014-01-20,30207716900068,France
440242469,CAISSE REG CRED AGRIC MUT ATLANTIQUE VEN,64.19Z,LA GARDE RTE DE PARIS 44949 NANTES CEDEX 9,44949,44300,LA GARDE,2008-01-01,44024246900011,France
898270251,NWIE MET,52.21Z,34 AV BOSQUET 75007 PARIS 7,,75007,,2021-10-06,89827025100017,France
338880180,STOCK J BOUTIQUE JENNYFER,47.71Z,3 RUE ETIENNE DOLET 93400 SAINT-OUEN-SUR-SEINE,,93400,,2021-08-20,33888018003508,France
562110882,LAFARGE GRANULATS,08.12Z,14-16 14 BD GARIBALDI 92130 ISSY-LES-MOULINEAUX,,92130,14-16,2021-10-01,56211088202615,France
528815376,F DISTRIBUTION,47.42Z,8 RUE DE LA VILLE L EVEQUE 75008 PARIS 8,,75008,,2011-09-23,52881537600017,France
326019775,DU PAREIL AU MEME,47.71Z,49-51 49 RUE EMILE ZOLA 93100 MONTREUIL,,93100,49-51,2017-03-26,32601977502845,France
493318067,ALDI MARCHE TOULOUSE,47.11D,ZAE LES CADAUX 1005 AV PIERRE OTTAVIOLI 81370 SAINT-SULPICE-LA-POINTE,,81370,ZAE LES CADAUX,2008-02-01,49331806700029,France
342948965,DEVRED,47.71Z,43 RUE DU FBG ST ANTOINE 75011 PARIS 11,,75011,,2021-04-09,34294896502795,France
894590942,CAL II,35.11Z,23 RUE GALILEE 75116 PARIS 16,,75116,,2021-01-25,89459094200013,France
642016166,UNIBETON,23.63Z,TOUR ALTO 4 PL DES SAISONS 92400 COURBEVOIE,,92400,TOUR ALTO,2022-03-01,64201616603673,France
910546472,OTS T1,35.11Z,17 RUE GEORGES BIZET 75116 PARIS 16,,75116,,2022-02-15,91054647200010,France
870800299,CAISSE REGIONALE DE CREDIT MUTUEL DE LOIRE- ATLANTIQUE ET DU CENTRE OUEST,64.19Z,10 RUE DE RIEUX 44000 NANTES,,44000,,2016-12-25,87080029903000,France
903309490,KPMG ESC & GS,69.20Z,TOUR EQHO 2 RUE GAMBETTA CEDEX 92066 PARIS LA DEFENSE CEDEX,92066,92800,TOUR EQHO,2022-10-01,90330949000014,France
414138842,LUDENDO COMMERCE FRANCE,70.10Z,126 RUE LA BOETIE 75008 PARIS 8,,75008,,2015-01-01,41413884200045,France
414599035,ALDI MARCHE DAMMARTIN,47.11D,PARC D'ACTIVITE LA GOELE 527 RUE CLEMENT ADER 77230 DAMMARTIN-EN-GOELE,,77230,PARC D'ACTIVITE LA GOELE,2019-09-10,41459903500014,France
521795237,KIKO FRANCE,47.75Z,44 RUE DE LISBONNE 75008 PARIS 8,,75008,,2018-06-18,52179523702099,France
305836033,SERARE,56.10A,101 RUE DU PELVOUX 91080 EVRY-COURCOURONNES,,91080,,2010-05-03,30583603301820,France
901859645,IRISOLAR 25,35.11Z,BATIMENT F 1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,BATIMENT F,2021-07-01,90185964500011,France
347384570,BOULANGER,47.54Z,1 AV DE LA MOTTE 59810 LESQUIN,,59810,,2022-05-10,34738457002017,France
428559967,COURIR FRANCE,47.72A,91 AV LEDRU ROLLIN 75011 PARIS 11,,75011,,2020-06-01,42855996702962,France
572158905,THOMAS COOK SAS,79.12Z,92-98 92 BD VICTOR HUGO 92115 CLICHY CEDEX,92115,92110,92-98,2009-06-01,57215890500487,France
901859553,IRISOLAR 24,70.10Z,1200 AVENUE OLIVIER PERROY BATIMENT F 13790 ROUSSET,,13790,1200 AVENUE OLIVIER PERROY,2021-12-13,90185955300017,France
582120267,MINIT FRANCE,95.23Z,60 RUE DE WATTIGNIES 75012 PARIS 12,,75012,,2014-02-12,58212026702631,France
784579682,FEDERATION APAJH,88.99B,BOITE AU LETTRE N 35 29E ETAGE 33 AV DU MAINE 20240 75755 PARIS CEDEX 15,75755,75015,BOITE AU LETTRE N 35 29E ETAGE,2011-07-18,78457968201771,France
775685399,MUTUELLE GENERALE EDUCATION NATIONALE,65.12Z,3 SQ MAX HYMANS 75748 PARIS CEDEX 15,75748,75015,,2008-01-01,77568539902977,France
524273364,ALBIOMA SOLAR ASSETS FRANCE 1,35.11Z,ECOPARC ZI COURTINE 120 RUE JEAN MARIE TJIBAOU 84000 AVIGNON,,84000,ECOPARC ZI COURTINE,2012-12-14,52427336400199,France
448868406,CRECHE ATTITUDE,88.91A,IMMEUBLE STORIES 7 RUE TOUZET GAILLARD 93400 SAINT-OUEN-SUR-SEINE,,93400,IMMEUBLE STORIES,2022-11-01,44886840601967,France
302474648,NATURALIA FRANCE,47.29Z,14 A 16 14 RUE MARC BLOCH 92110 CLICHY,,92110,14 A 16,2011-06-14,30247464800664,France
180090060,INSTITUTION DE GESTION SOCIALE DES ARMEES,88.99B,CASERNE SAINT JOSEPH RUE LIEUT COLONEL P CHIARELLI 20293 BASTIA CEDEX,20293,20600,CASERNE SAINT JOSEPH,2008-01-01,18009006000997,France
775688799,FONDATION APPRENTIS D'AUTEUIL,85.32Z,40 RUE JEAN DE LA FONTAINE 75016 PARIS 16,,75016,,2008-01-01,77568879900011,France
300345808,NAF NAF,70.10Z,2 RUE SARAH BERNHARDT 92600 ASNIERES-SUR-SEINE,,92600,,2023-04-11,30034580802760,France
428267942,CASINO CARBURANTS,70.10Z,1 CRS ANTOINE GUICHARD 42000 SAINT-ETIENNE,,42000,,2008-01-01,42826794201424,France
337080543,SUPPLAY,78.20Z,ANGLE DE LA RUE MIGNOT 2 RUE GASTON BOYER 51053 REIMS CEDEX,51053,51100,ANGLE DE LA RUE MIGNOT,2008-01-01,33708054300792,France
410151674,DUPONT RESTAURATION,56.29B,ZA LES PORTES DU NORD 13 AV BLAISE PASCAL 62820 LIBERCOURT,,62820,ZA LES PORTES DU NORD,2008-01-01,41015167400026,France
180070039,INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE L'ALIMENTATION ET L'ENVIRONNEMENT,72.19Z,147 RUE DE L'UNIVERSITE 75338 PARIS CEDEX 07,75338,75007,,2008-01-01,18007003901803,France
891553406,IRISOLAR 23,35.11Z,1200 AV OLIVIER PERROY BATIMENT F 13790 ROUSSET,,13790,,2020-11-23,89155340600010,France
882808587,NEWORCH,47.71Z,ZAC SAINT ANTOINE 200 AV DES TAMARIS 34130 SAINT-AUNES,,34130,ZAC SAINT ANTOINE,2020-06-26,88280858700035,France
969502004,ENI FRANCE SARL,68.20B,12 AV TONY GARNIER 69007 LYON 7EME,,69007,,2015-03-04,96950200403138,France
306916099,ARGEDIS,47.30Z,23 RUE FRANCOIS JACOB 92500 RUEIL-MALMAISON,,92500,,2020-07-07,30691609902853,France
911666790,IRISOLAR 27,43.21A,BAT F 1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,BAT F,2022-03-14,91166679000017,France
341816064,DESMAZIERES,47.72A,40 RTE D'ENNETIERES 59175 TEMPLEMARS,,59175,,2019-12-24,34181606404273,France
304318454,BESSON CHAUSSURES,47.72A,1 AV DES FRERES MONTGOLFIER 63170 AUBIERE,,63170,,2009-12-31,30431845400499,France
444329734,ALDI MARCHE HONFLEUR,47.11D,BP 20061 AV JACQUES CARTIER BP 20061 14602 HONFLEUR CEDEX,14602,14600,BP 20061,2008-01-01,44432973400024,France
327359980,FEU VERT,45.32Z,SERVICE JURIDIQUE 11 ALL MOULIN BERGER BP 70162 69136 ECULLY CEDEX,69136,69130,SERVICE JURIDIQUE,2008-09-19,32735998001799,France
310591649,RENT A CAR,77.11A,1 RUE ANTONIN MERCIE 75015 PARIS 15,,75015,,2010-11-29,31059164900051,France
662051275,C & A FRANCE,47.71Z,8-14-ZAC DANTON 8 AV DE L ARCHE 92400 COURBEVOIE,,92400,8-14-ZAC DANTON,2021-09-01,66205127502462,France
451321376,CARREFOUR STATIONS SERVICE,70.10Z,ZONE INDUSTRIELLE RTE DE PARIS 14120 MONDEVILLE,,14120,ZONE INDUSTRIELLE,2008-01-01,45132137600019,France
877676932,ELIOR RESTAURATION HOTELLERIE DE SANTE,56.29B,9-11 9 ALL DE L ARCHE 92032 PARIS LA DEFENSE CEDEX,92032,92400,9-11,2022-10-01,87767693200016,France
229400288,DEPARTEMENT DU VAL DE MARNE,84.11Z,HOTEL DU DEPARTEMENT - 21/29 21 AV DU GENERAL DE GAULLE 94011 CRETEIL CEDEX,94011,94000,HOTEL DU DEPARTEMENT - 21/29,2008-01-01,22940028800010,France
824228142,AGENCE NATIONALE POUR LA FORMATION PROFESSIONNELLE DES ADULTES,85.59A,TOUR CITYSCOPE 3 RUE FRANKLIN 93100 MONTREUIL,,93100,TOUR CITYSCOPE,2018-01-21,82422814200017,France
221300015,DEPARTEMENT DES BOUCHES DU RHONE,84.11Z,52 AV DE SAINT JUST 13256 MARSEILLE CEDEX 20,13256,13013,,2008-01-01,22130001500247,France
214401093,COMMUNE DE NANTES,84.11Z,2 RUE DE L HOTEL DE VILLE BP 1013 44094 NANTES CEDEX 1,44094,44000,,2008-01-01,21440109300015,France
394479034,CONTITRADE FRANCE,45.32Z,ZI LE MEUX 495 RUE DU GENERAL DE GAULLE 60880 LE MEUX,,60880,ZI LE MEUX,2017-08-01,39447903400164,France
085580983,PPG DISTRIBUTION,46.73B,ZI D'INGRE   CENTRE BERNARD PALISSY RUE DE LA MOUCHETIERE BP 149 45143 ST JEAN DE LA RUELLE CEDEX,45143,45140,ZI D'INGRE   CENTRE BERNARD PALISSY,2008-01-01,08558098300139,France
331648014,MEDIAPOST,73.11Z,19 RUE DE LA VILLETTE 69003 LYON 3EME,,69003,,2022-01-24,33164801404117,France
340292549,LES HALLES BLACHERE BERNARD,47.21Z,365 CHE DE MAYA 13160 CHATEAURENARD,,13160,,2008-01-01,34029254900136,France
305405045,AFTRAL,85.59A,46 AV DE VILLIERS 75017 PARIS 17,,75017,,2008-01-01,30540504500017,France
343738266,HAPPY CURL,46.45Z,60 RUE SALVADOR ALLENDE 54510 TOMBLAINE,,54510,,2008-09-01,34373826600083,France
352216873,ASS POUR DROIT A L INITIATIVE ECONOMIQUE,88.99B,23 RUE DES ARDENNES 75019 PARIS 19,,75019,,2021-03-01,35221687302852,France
321875205,SAN MARINA,70.10Z,30 AV DU CHATEAU DE JOUQUES 13420 GEMENOS,,13420,,2022-09-30,32187520502706,France
384560942,LEROY MERLIN FRANCE,47.52B,RUE CHANZY 59260 LEZENNES,,59260,,2011-05-05,38456094200045,France
318771995,ENTERPRISE HOLDINGS FRANCE,77.11A,37 RUE DU COLONEL PIERRE AVIA 75015 PARIS 15,,75015,,2016-09-19,31877199502315,France
523885622,BLEU LIBELLULE FRANCE,70.10Z,ALLEE DU PIOT 1 ALL DE PIOT 30660 GALLARGUES-LE-MONTUEUX,,30660,ALLEE DU PIOT,2019-06-28,52388562200010,France
306289307,COULEURS DE TOLLENS,46.73B,12 CRS MICHELET 92800 PUTEAUX,,92800,,2022-01-01,30628930703402,France
812941516,ELYOR BH26,35.11Z,ZONE D'ACTIVITES DU BOSC 16 RUE DES VERGERS 34130 MUDAISON,,34130,ZONE D'ACTIVITES DU BOSC,2018-04-12,81294151601730,France
389632639,TAPE A L'OEIL,47.71Z,24 AV DU GRAND COTTIGNIES 59290 WASQUEHAL,,59290,,2010-08-13,38963263901139,France
319730339,SOCIETE D'EXPLOITATION AMIDIS ET COMPAGNIE,70.10Z,ZI RTE DE PARIS 14120 MONDEVILLE,,14120,ZI,2008-01-01,31973033900094,France
413873670,CLEOR,47.77Z,100-101-TOUR FRANKLIN 100 TERRASSE BOIELDIEU 92800 PUTEAUX,,92800,100-101-TOUR FRANKLIN,2023-05-24,41387367002047,France
879428050,LES INTERIMAIRES PROFESSIONNELS - LIP,78.20Z,18 IMP DE L ASPHALTE CEDEX 07 69366 LYON CEDEX 07,69366,69007,,2023-01-23,87942805002234,France
487530099,NEXITY LAMY,68.32A,TSA 10034 19 RUE DE VIENNE CEDEX8 75801 PARIS CEDEX 08,75801,75008,TSA 10034,2014-03-25,48753009902584,France
844312736,ZOLAIRE SNC,33.14Z,AUFFAY 3 RUE DU MARECHAL FOCH 76720 VAL-DE-SCIE,,76720,AUFFAY,2018-11-30,84431273600011,France
881291959,PV PROD 2,35.11Z,4 ZA LE MOULINS 04220 CORBIERES-EN-PROVENCE,,04220,,2022-06-07,88129195900545,France
922234208,IRISOLAR 29,35.11Z,BAT F 1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,BAT F,2022-11-25,92223420800010,France
903869618,APAVE EXPLOITATION FRANCE,71.20B,6 RUE DU GENERAL AUDRAN 92400 COURBEVOIE,,92400,,2022-08-01,90386961800012,France
831072616,BUDAPEST BY CAP SUD,71.12B,63 RUE DU MORELLON 38070 SAINT-QUENTIN-FALLAVIER,,38070,,2021-09-30,83107261601606,France
775784689,SOCIETE COOPERATIVE AGRICOLE ARTERRIS,01.11Z,SERVICE RH LOUDES BP 40 11451 CASTELNAUDARY CEDEX,11451,11400,SERVICE RH,2021-02-24,77578468900025,France
413157306,MINELLI SAS,47.72A,LES ESPACES DE LA SAINTE-BAUME 30 AV DU CHATEAU DE JOUQUES 13420 GEMENOS,,13420,LES ESPACES DE LA SAINTE-BAUME,2022-11-24,41315730603183,France
381976448,CREDIT AGRICOLE ALPES PROVENCE,64.19Z,25 CHE DES TROIS CYPRES 13097 AIX EN PROVENCE CEDEX 2,13097,13090,,2008-01-01,38197644802779,France
910685528,IRISOLAR 26,35.11Z,1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,,2022-02-21,91068552800010,France
224400028,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,84.11Z,HOTEL DU DEPARTEMENT 3 QUAI CEINERAY CS 94109 44041 NANTES CEDEX 1,44041,44000,HOTEL DU DEPARTEMENT,2015-01-01,22440002800011,France
382285260,CRAMA PARIS VAL DE LOIRE,65.12Z,1 B AV DU DOCTEUR TENINE 92160 ANTONY,,92160,,2020-05-06,38228526002533,France
613650373,CASA FRANCE,47.59B,IMMEUBLE LE CHANZY 18 AV WINSTON CHURCHILL 94220 CHARENTON-LE-PONT,,94220,IMMEUBLE LE CHANZY,2015-07-31,61365037304147,France
969508563,RAS,68.20B,10 RUE JEAN MARCUIT 69009 LYON 9EME,,69009,,2022-05-01,96950856301206,France
899471064,CAL III,35.11Z,23 RUE GALILEE 75116 PARIS 16,,75116,,2021-06-28,89947106400019,France
320772510,FLUNCH,56.10B,4 RUE DE L ESPOIR 59260 LEZENNES,,59260,,2020-11-16,32077251002309,France
884607193,PV EXPLOITATION FRANCE,55.10Z,L'ARTOIS ESPACE PONT DE FLANDRE 11 RUE DE CAMBRAI 75947 PARIS CEDEX 19,75947,75019,L'ARTOIS ESPACE PONT DE FLANDRE,2021-02-01,88460719300015,France
120020011,DIRECTION DES RESSOURCES HUMAINES DES MINISTERES ECONOMIQUES ET FINANCIERS,84.11Z,139 RUE DE BERCY 75572 PARIS CEDEX 12,75572,75012,,2008-01-01,12002001101155,France
382401867,FOOT LOCKER FRANCE,47.64Z,124 RUE DE VERDUN 92800 PUTEAUX,,92800,,2008-04-25,38240186700959,France
652023961,AVIS LOCATION DE VOITURES,77.11A,"4 PLACE DES SAISONS ""TOUR ALTO"" 1 PRV ZAHA HADID 92400 COURBEVOIE",,92400,"4 PLACE DES SAISONS ""TOUR ALTO""",2023-06-01,65202396103560,France
950405928,FLOREAL,70.10Z,1 CRS ANTOINE GUICHARD 42000 SAINT-ETIENNE,,42000,,2007-11-01,95040592802575,France
499308856,SO.BIO,47.29Z,ESPACE FRANCE BATIMENT I 4 VOIE ROMAINE ESPACE FRANCE BATIM 33610 CANEJAN,,33610,ESPACE FRANCE BATIMENT I,2020-03-02,49930885600172,France
632000014,LA VIE CLAIRE,47.29Z,1982 RTE DEPARTEMENTALE 386 69700 MONTAGNY,,69700,,2011-01-24,63200001401405,France
311889877,NOVI,47.75Z,PARC D ACTIVITES ASTIER VAL 1 RUE DES LYS 24110 SAINT-ASTIER,,24110,PARC D ACTIVITES ASTIER VAL,2022-11-25,31188987701238,France
890872674,IRISOLAR 22,35.11Z,BAT. F 1200 AV OLIVIER PERROY 13790 ROUSSET,,13790,BAT. F,2020-11-03,89087267400019,France
421098088,THIRIET MAGASINS,70.10Z,ZONE INDUSTRIELLE ZONE INDUSTRIELLE BP 4 88510 ELOYES,,88510,ZONE INDUSTRIELLE,2008-01-01,42109808800014,France
775675598,ECLAIREUSES ET ECLAIREURS DE FRANCE,70.10Z,12 PL GEORGES POMPIDOU 93167 NOISY LE GRAND CEDEX,93167,93160,,2008-01-01,77567559800665,France
347926719,KING JOUET,47.65Z,ZI LES BLANCHISSERIES 38500 VOIRON,,38500,,2012-07-31,34792671900019,France
487696080,ODALYS RESIDENCES,55.20Z,PARC DE LA DURANNE BP 412 655 RUE RENE DESCARTES BP 412 13591 AIX EN PROVENCE CEDEX 3,13591,13080,PARC DE LA DURANNE BP 412,2020-05-27,48769608000034,France
418782025,5ASEC R I F,96.01B,20 RUE DU SENTIER 75002 PARIS 2,,75002,,2021-07-26,41878202501888,France
067800425,ONET SERVICES,81.21Z,36 BD DE L OCEAN 13009 MARSEILLE 9,,13009,,2009-03-31,06780042503681,France
403052111,BOULANGERIES PAUL,70.10Z,BATIMENT D.E 344 AV DE LA MARNE 59700 MARCQ-EN-BAROEUL,,59700,BATIMENT D.E,2008-01-01,40305211102616,France
341174118,MEDICA FRANCE,87.30A,21-2325 21 RUE BALZAC 75008 PARIS 8,,75008,21-2325,2016-01-24,34117411801576,France
572104891,BANQUE DE FRANCE,64.11Z,1 RUE LA VRILLIERE BP 71928 75001 PARIS 1,,75001,,2008-01-01,57210489100013,France
309918464,BETON VICAT,23.63Z,LES TROIS VALLONS 4 RUE ARISTIDE BERGES BP 33 38080 L'ISLE-D'ABEAU,,38080,LES TROIS VALLONS,2008-01-01,30991846400160,France
493983431,CAFAN,70.10Z,ZAC DE LA MOINERIE 10 IMP DU GRAND JARDIN 35400 SAINT-MALO,,35400,ZAC DE LA MOINERIE,2009-03-25,49398343100013,France
888796430,NEW COURT,56.10A,9 BD DU GENERAL DE GAULLE 92120 MONTROUGE,,92120,,2020-09-09,88879643000013,France
180046013,CENTRE DES MONUMENTS NATIONAUX,91.03Z,62 RUE SAINT ANTOINE 75186 PARIS CEDEX 04,75186,75004,,2015-01-18,18004601300017,France
317780062,STOKOMANI,47.19B,ZA PARC TECHNOLOGIQUE D'ALATA 3 AV DES CHARMES 60100 CREIL,,60100,ZA PARC TECHNOLOGIQUE D'ALATA,2020-02-17,31778006200335,France
844104851,BLUE ENERFREEZE,35.30Z,67 AV TONY GARNIER 69362 LYON CEDEX 07,69362,69007,,2019-01-01,84410485100010,France
378460281,HUIS CLOS,43.32A,P.A.T DE LA VATINE 35 RUE RAYMOND ARON 76130 MONT-SAINT-AIGNAN,,76130,P.A.T DE LA VATINE,2010-06-16,37846028100017,France
844881417,VYV3 PAYS DE LA LOIRE POLE SERVICES ET BIENS MEDICAUX,65.12Z,110 BD D ITALIE 85000 LA ROCHE-SUR-YON,,85000,,2019-10-01,84488141700019,France
302475041,STELLANTIS &YOU FRANCE SAS,45.11Z,2/10 - IMMEUBLE POLE TERTIAIRE 1 2 BD DE L EUROPE 78300 POISSY,,78300,2/10 - IMMEUBLE POLE TERTIAIRE 1,2023-06-01,30247504102212,France
753216704,FUNECAP IDF,96.03Z,50 BD EDGAR QUINET 75014 PARIS 14,,75014,,2015-12-01,75321670400019,France
315281766,SN AGENCES,79.11Z,38 RUE DE QUIMPER 29590 PONT-DE-BUIS-LES-QUIMERCH,,29590,,2014-02-16,31528176600255,France
440339471,PASCAL COSTE COIFFURE,96.02A,2 AV FERNAND BELONDRADE 82000 MONTAUBAN,,82000,,2023-05-01,44033947101787,France
440117620,GRTGAZ,49.50Z,IMMEUBLE BORA 6 RUE RAOUL NORDLING 92270 BOIS-COLOMBES,,92270,IMMEUBLE BORA,2010-09-01,44011762001530,France
